School ID,Name of School,Street Address,City,State,ZIP Code,Phone Number,Network,NWEA: % Above Nat'l Avg Score - All Grades - Reading,NWEA: % Above Nat'l Avg Score - All Grades - Math,NWEA: % Above Nat'l Avg Growth - All Grades - Reading,NWEA: % Above Nat'l Avg Growth - All Grades - Math,ISAT: % Meets/Exceeds - 3rd Grade - Reading,ISAT: % Meets/Exceeds - 5th Grade - Reading/Math Composite,Bilingual %,SpED %,"Free/Reduced
 Lunch %",White %,African American %,Hispanic %,CPS Performance Policy Level,CPS Performance Policy Status,"My Voice, My School Overall Rating",Involved Family,Effective Leaders,Safe,Quality of Facilities,NWEA Reading Growth Percentile All Grades,NWEA Math Growth Percentile All Grades,NWEA Reading Attainment Percentile All Grades,NWEA Math Attainment Percentile All Grades,Suspensions Per 100 students 2013,Percentage Misconducts Resulting in Suspension 2013,Average Length of Suspensions 2013,Student Attendance Percentage 2013,One-Year Drop Out Rate Percentage 2013,Community School
609891,James R Doolittle Jr Elementary School,535 E 35th St,Chicago,IL,60616,(773) 535-1040,Network 9,13%,12%,48%,62%,17%,14%,0.30%,11.20%,97.40%,0%,98%,2%,LEVEL 3,ON PROBATION,PARTIALLY ORGANIZED,NEUTRAL,NEUTRAL,WEAK,WEAK,0,19,0,1,72.4,43.90%,2.6,89.20%,,No
609893,John C Dore Elementary School,6108 S Natoma Ave,Chicago,IL,60638,(773) 535-2080,Network 10,61%,63%,78%,83%,64%,51%,16.90%,16.90%,58.50%,34%,3%,61%,LEVEL 1,NOT ON PROBATION,ORGANIZED,STRONG,WEAK,STRONG,NOT ENOUGH DATA,99,99,75,82,3.3,18.40%,2.1,95.40%,,Yes
609894,John B Drake Elementary School,2710 S Dearborn St,Chicago,IL,60616,(773) 534-9129,Network 9,42%,34%,81%,86%,44%,32%,0.80%,17.40%,92.30%,0%,96%,2%,LEVEL 2,ON PROBATION,WELL-ORGANIZED,STRONG,STRONG,NEUTRAL,NEUTRAL,99,99,32,20,37.3,41.30%,3,93%,,No
609895,Turner-Drew Elementary Language Academy,9300 S Princeton Ave,Chicago,IL,60620,(773) 535-5720,Network 11,57%,49%,69%,78%,85%,62%,0.00%,15.00%,83.60%,0%,97%,3%,LEVEL 1,NOT ON PROBATION,PARTIALLY ORGANIZED,WEAK,NEUTRAL,NEUTRAL,NEUTRAL,94,92,63,49,41.2,100%,1.6,95.70%,,No
609896,Thomas Drummond Elementary School,1845 W Cortland St,Chicago,IL,60622,(773) 534-4120,Network 6,67%,55%,55%,58%,83%,74%,8.00%,10.30%,29.20%,39%,6%,41%,LEVEL 1,NOT ON PROBATION,WELL-ORGANIZED,VERY STRONG,VERY STRONG,VERY STRONG,NEUTRAL,61,28,86,65,1.4,17.90%,2.2,94.60%,,No
609897,Charles W Earle Elementary School,2040 W 62nd St,Chicago,IL,60636,(773) 535-9130,Network 11,34%,45%,75%,90%,31%,43%,0.20%,12.30%,97.20%,0%,97%,3%,LEVEL 3,ON PROBATION,ORGANIZED,NEUTRAL,NEUTRAL,VERY WEAK,WEAK,99,99,14,44,70.7,56.10%,2.6,90.70%,,No
609898,John F Eberhart Elementary School,3400 W 65th Pl,Chicago,IL,60629,(773) 535-9190,Network 10,38%,39%,60%,73%,32%,39%,40.00%,8.30%,97.80%,2%,4%,94%,LEVEL 2,NOT ON PROBATION,PARTIALLY ORGANIZED,NEUTRAL,NEUTRAL,WEAK,NOT ENOUGH DATA,40,86,30,35,10.5,40.30%,2.7,94.80%,,No
609899,Christian Ebinger Elementary School,7350 W Pratt Ave,Chicago,IL,60631,(773) 534-1070,Network 1,74%,79%,78%,85%,79%,84%,5.20%,13.70%,17.30%,73%,1%,20%,LEVEL 1,NOT ON PROBATION,WELL-ORGANIZED,VERY STRONG,VERY STRONG,VERY STRONG,NOT ENOUGH DATA,99,99,96,95,2.4,42.50%,1.1,94.80%,,No
609900,George W Curtis Elementary School,32 E 115th St,Chicago,IL,60628,(773) 535-5050,AUSL,24%,24%,65%,73%,19%,27%,2.10%,11.30%,98.60%,0%,96%,3%,LEVEL 2,ON PROBATION,NOT YET ORGANIZED,VERY WEAK,VERY WEAK,WEAK,NOT ENOUGH DATA,17,89,2,10,22.1,88.10%,3.1,92.50%,,No
609901,Edgebrook Elementary School,6525 N Hiawatha Ave,Chicago,IL,60646,(773) 534-1194,Network 1,82%,71%,64%,66%,97%,88%,1.00%,13.50%,11.50%,68%,3%,15%,LEVEL 1,NOT ON PROBATION,WELL-ORGANIZED,VERY STRONG,VERY STRONG,VERY STRONG,NEUTRAL,94,67,98,90,1.8,45%,1.6,96.20%,,No
609902,Ralph H Metcalfe Elementary Community Academy,12339 S Normal Ave,Chicago,IL,60628,(773) 535-5590,Network 13,28%,31%,60%,62%,31%,30%,0.00%,8.50%,79.80%,0%,99%,1%,LEVEL 3,ON PROBATION,MODERATELY ORGANIZED,NEUTRAL,WEAK,NEUTRAL,NEUTRAL,26,44,10,10,39.3,48.40%,3,96.70%,,No
609903,Richard Edwards Elementary School,4815 S Karlov Ave,Chicago,IL,60632,(773) 535-4875,Network 8,31%,47%,62%,59%,35%,56%,47.90%,8.40%,96.60%,3%,1%,94%,LEVEL 2,NOT ON PROBATION,ORGANIZED,STRONG,NEUTRAL,NEUTRAL,WEAK,38,57,12,54,3.9,39.10%,2.3,95.50%,,Yes
609904,Edward K Ellington Elementary School,243 N Parkside Ave,Chicago,IL,60644,(773) 534-6361,Network 3,40%,36%,72%,77%,61%,21%,1.10%,17.30%,98.10%,0%,96%,3%,LEVEL 1,NOT ON PROBATION,WELL-ORGANIZED,STRONG,STRONG,VERY STRONG,VERY STRONG,95,99,24,22,3.3,36.70%,2.1,96.20%,,No
609907,Leif Ericson Elementary Scholastic Academy,3600 W 5th Ave,Chicago,IL,60624,(773) 534-6660,OS4,32%,58%,63%,78%,47%,38%,0.00%,4.90%,98.20%,0%,93%,1%,LEVEL 2,ON PROBATION,ORGANIZED,STRONG,NEUTRAL,STRONG,STRONG,75,99,16,69,4.7,57.50%,2.4,94.70%,,No
609908,Esmond Elementary School,1865 W Montvale,Chicago,IL,60643,(773) 535-2650,OS4,36%,31%,59%,42%,66%,34%,0.00%,13.50%,96.90%,0%,97%,3%,LEVEL 2,NOT ON PROBATION,ORGANIZED,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,43,0,17,12,18.5,90%,2,91.70%,,No
609909,Edward Everett Elementary School,3419 S Bell Ave,Chicago,IL,60608,(773) 535-4550,Network 8,36%,37%,71%,81%,21%,30%,42.20%,10.90%,94.50%,4%,2%,92%,LEVEL 3,ON PROBATION,MODERATELY ORGANIZED,NEUTRAL,STRONG,VERY WEAK,STRONG,95,92,33,36,10.7,16.50%,1.6,94%,,No
609910,Laughlin Falconer Elementary School,3020 N Lamon Ave,Chicago,IL,60641,(773) 534-3560,Network 3,46%,53%,69%,79%,43%,53%,45.00%,11.00%,96.40%,4%,2%,92%,LEVEL 1,NOT ON PROBATION,PARTIALLY ORGANIZED,WEAK,NEUTRAL,NEUTRAL,STRONG,81,99,41,62,1.7,39.10%,2.4,95.90%,,No
609912,James B Farnsworth Elementary School,5414 N Linder Ave,Chicago,IL,60630,(773) 534-3535,Network 1,62%,56%,65%,72%,55%,73%,26.60%,22.90%,60.50%,42%,2%,41%,LEVEL 1,NOT ON PROBATION,WELL-ORGANIZED,STRONG,STRONG,STRONG,NOT ENOUGH DATA,84,91,76,75,0.8,,,92.90%,,No
609917,Fernwood Elementary School,10041 S Union Ave,Chicago,IL,60628,(773) 535-2700,Network 13,46%,51%,83%,87%,62%,17%,0.00%,11.60%,97.40%,0%,99%,0%,LEVEL 2,NOT ON PROBATION,WELL-ORGANIZED,STRONG,NEUTRAL,STRONG,STRONG,99,99,53,49,,,,94.10%,,No
609918,Eugene Field Elementary School,7019 N Ashland Ave,Chicago,IL,60626,(773) 534-2030,Network 2,45%,50%,74%,78%,-,30%,24.40%,13.80%,94.10%,2%,36%,51%,LEVEL 2,NOT ON PROBATION,ORGANIZED,NEUTRAL,STRONG,NEUTRAL,NOT ENOUGH DATA,99,99,33,51,,,,94.90%,,No
609919,John Fiske Elementary School,6020 S Langley Ave,Chicago,IL,60637,(773) 535-0990,Network 9,28%,21%,73%,79%,38%,21%,0.00%,9.30%,99.60%,0%,99%,1%,LEVEL 3,ON PROBATION,ORGANIZED,NEUTRAL,STRONG,NEUTRAL,NEUTRAL,82,58,6,4,26.2,57%,3.3,93.70%,,No
609920,Gerald Delgado Kanoon Elementary Magnet School,2233 S Kedzie Ave,Chicago,IL,60623,(773) 534-1736,Network 7,31%,34%,69%,64%,21%,36%,51.30%,12.20%,99.60%,0%,1%,99%,LEVEL 2,ON PROBATION,PARTIALLY ORGANIZED,WEAK,NEUTRAL,NEUTRAL,NOT ENOUGH DATA,79,64,12,21,5.7,67.70%,2.1,95.10%,,No
609921,Telpochcalli Elementary School,2832 W 24th Blvd,Chicago,IL,60623,(773) 534-1402,OS4,36%,39%,61%,42%,27%,43%,43.80%,18.50%,95.50%,1%,2%,97%,LEVEL 2,ON PROBATION,PARTIALLY ORGANIZED,NOT ENOUGH DATA,NOT ENOUGH DATA,STRONG,NEUTRAL,64,1,21,28,2.6,17.50%,1.1,95.30%,,No
609922,Belmont-Cragin Elementary School,5252 W Palmer St,Chicago,IL,60639,(773) 534-2900,Network 3,40%,41%,62%,77%,46%,29%,67.50%,12.60%,94.20%,3%,4%,91%,LEVEL 1,NOT ON PROBATION,WELL-ORGANIZED,VERY STRONG,STRONG,VERY STRONG,STRONG,79,99,30,38,0.3,4.70%,7.5,95%,,No
609924,Fort Dearborn Elementary School,9025 S Throop St,Chicago,IL,60620,(773) 535-2680,Network 11,41%,32%,72%,69%,55%,36%,0.00%,10.80%,96.40%,0%,99%,0%,LEVEL 3,ON PROBATION,NOT YET ORGANIZED,WEAK,WEAK,WEAK,NEUTRAL,89,74,20,17,14.3,81%,2.3,91.20%,,No
609925,Joseph Kellman Corporate Community ES,751 S Sacramento Blvd,Chicago,IL,60612,(773) 534-6602,Network 5,37%,43%,62%,73%,45%,57%,0.00%,6.40%,94.30%,0%,98%,1%,LEVEL 2,NOT ON PROBATION,ORGANIZED,NEUTRAL,NEUTRAL,NEUTRAL,VERY STRONG,47,94,23,37,17.2,74.60%,1.4,95.30%,,No
609926,Franklin Elementary Fine Arts Center,225 W Evergreen Ave,Chicago,IL,60610,(773) 534-8510,Network 4,73%,71%,60%,74%,83%,80%,3.20%,12.40%,41.00%,33%,37%,20%,LEVEL 1,NOT ON PROBATION,WELL-ORGANIZED,STRONG,STRONG,STRONG,WEAK,89,99,92,97,9.1,40.20%,1.8,95.50%,,No
609927,Foster Park Elementary School,8530 S Wood St,Chicago,IL,60620,(773) 535-2725,Network 11,38%,38%,66%,79%,30%,35%,0.30%,21.50%,92.40%,0%,98%,2%,LEVEL 3,ON PROBATION,ORGANIZED,STRONG,NEUTRAL,WEAK,STRONG,96,99,18,32,17.8,88.60%,1.9,92.10%,,No
609928,Melville W Fuller Elementary School,4214 S Saint Lawrence Ave,Chicago,IL,60653,(773) 535-1687,AUSL,20%,15%,64%,76%,9%,12%,0.00%,15.40%,94.30%,0%,97%,3%,LEVEL 3,ON PROBATION,ORGANIZED,NEUTRAL,STRONG,NEUTRAL,VERY STRONG,11,64,1,1,29.7,71.40%,2.2,91.60%,,No
609929,Robert Fulton Elementary School,5300 S Hermitage Ave,Chicago,IL,60609,(773) 535-9000,Network 11,22%,50%,64%,68%,33%,41%,16.50%,9.80%,98.80%,1%,62%,37%,LEVEL 2,ON PROBATION,ORGANIZED,WEAK,STRONG,WEAK,STRONG,19,97,3,51,9.7,64.30%,3.2,94.70%,,No
609930,Frederick Funston Elementary School,2010 N Central Park,Chicago,IL,60647,(773) 534-4125,Network 4,31%,30%,62%,62%,38%,29%,37.10%,14.70%,97.30%,1%,12%,86%,LEVEL 3,ON PROBATION,NOT YET ORGANIZED,VERY WEAK,VERY WEAK,WEAK,NEUTRAL,30,18,13,15,11,71.30%,2.4,94%,,No
609933,Stephen F Gale Elementary Community Academy,1631 W Jonquil Ter,Chicago,IL,60626,(773) 534-2100,Network 2,22%,10%,60%,53%,33%,28%,25.10%,15.60%,96.50%,4%,62%,24%,LEVEL 3,ON PROBATION,WELL-ORGANIZED,STRONG,STRONG,NEUTRAL,NOT ENOUGH DATA,10,6,4,1,15.3,55.10%,2.2,91.20%,,No
609935,Matthew Gallistel Elementary Language Academy,10347 S Ewing Ave,Chicago,IL,60617,(773) 535-6540,Network 13,34%,41%,58%,78%,36%,24%,26.10%,8.30%,95.90%,1%,2%,96%,LEVEL 3,ON PROBATION,NOT YET ORGANIZED,WEAK,WEAK,WEAK,WEAK,18,98,18,42,4.1,47.90%,3.1,94.30%,,No
609937,John W Garvy Elementary School,5225 N Oak Park Ave,Chicago,IL,60656,(773) 534-1185,Network 1,66%,64%,62%,73%,74%,60%,15.70%,14.00%,40.80%,60%,1%,27%,LEVEL 1,NOT ON PROBATION,WELL-ORGANIZED,VERY STRONG,VERY STRONG,STRONG,STRONG,84,92,81,81,4.7,21.60%,1.3,95.40%,,No
609938,Joseph E Gary Elementary School,3740 W 31st St,Chicago,IL,60623,(773) 534-1455,Network 7,36%,36%,59%,61%,27%,38%,40.90%,13.20%,98.40%,0%,0%,99%,LEVEL 2,NOT ON PROBATION,NOT YET ORGANIZED,WEAK,WEAK,WEAK,WEAK,21,42,18,24,11.4,33.80%,1.6,95.80%,,No
609939,Frank L Gillespie Elementary School,9301 S State St,Chicago,IL,60619,(773) 535-5065,Network 12,37%,34%,72%,89%,44%,42%,0.70%,15.30%,94.70%,0%,99%,1%,LEVEL 2,NOT ON PROBATION,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,99,99,19,26,2,57.10%,3,93.10%,,No
609941,Asa Philip Randolph Elementary School,7316 S Hoyne Ave,Chicago,IL,60636,(773) 535-9015,Network 11,25%,32%,79%,79%,22%,46%,0.80%,11.60%,99.00%,0%,96%,3%,LEVEL 3,ON PROBATION,PARTIALLY ORGANIZED,WEAK,NEUTRAL,WEAK,NEUTRAL,99,99,8,18,60.9,57.90%,1.7,92.20%,,No
609942,Johann W von Goethe Elementary School,2236 N Rockwell St,Chicago,IL,60647,(773) 534-4135,Network 4,56%,58%,80%,84%,56%,64%,24.40%,10.00%,81.20%,12%,2%,81%,LEVEL 1,NOT ON PROBATION,WELL-ORGANIZED,VERY STRONG,VERY STRONG,STRONG,NEUTRAL,99,99,67,77,0.8,60%,4.2,94.60%,,No
609943,Samuel Gompers Fine Arts Options ES,12302 S State St,Chicago,IL,60628,(773) 535-5475,Network 13,26%,41%,48%,57%,-,41%,0.00%,15.60%,89.40%,0%,97%,1%,LEVEL 3,ON PROBATION,WELL-ORGANIZED,NEUTRAL,STRONG,WEAK,STRONG,0,24,6,21,45.1,45.50%,2.7,93.80%,,No
609944,Virgil Grissom Elementary School,12810 S Escanaba Ave,Chicago,IL,60633,(773) 535-5380,Network 13,55%,65%,54%,72%,83%,62%,23.30%,10.90%,71.10%,21%,6%,71%,LEVEL 1,NOT ON PROBATION,PARTIALLY ORGANIZED,NOT ENOUGH DATA,NOT ENOUGH DATA,WEAK,WEAK,56,96,68,82,1.8,11.80%,1.7,95.40%,,No
609945,William C Goudy Elementary School,5120 N Winthrop Ave,Chicago,IL,60640,(773) 534-2480,Network 2,57%,62%,83%,84%,64%,60%,39.40%,11.20%,92.70%,7%,22%,31%,LEVEL 1,NOT ON PROBATION,WELL-ORGANIZED,STRONG,STRONG,STRONG,STRONG,99,99,67,81,7.2,42.90%,1.6,96.30%,,No
609947,Alexander Graham Elementary School,4436 S Union Ave,Chicago,IL,60609,(773) 535-1308,Network 6,38%,45%,59%,72%,31%,59%,11.30%,10.90%,94.70%,31%,27%,42%,LEVEL 2,NOT ON PROBATION,WELL-ORGANIZED,VERY STRONG,STRONG,VERY STRONG,NOT ENOUGH DATA,57,88,21,48,30,85.50%,1.7,92.30%,,No
609949,William P Gray Elementary School,3730 N Laramie Ave,Chicago,IL,60641,(773) 534-3520,Network 1,59%,65%,71%,83%,50%,58%,25.90%,10.20%,92.30%,11%,1%,84%,LEVEL 1,NOT ON PROBATION,ORGANIZED,NEUTRAL,NEUTRAL,STRONG,NOT ENOUGH DATA,98,99,68,84,4,78.50%,1.3,95.30%,,No
609950,Josefa Ortiz De Dominguez Elementary School,3000 S Lawndale Ave,Chicago,IL,60623,(773) 534-1600,Network 7,51%,49%,-,-,-,-,75.10%,10.70%,97.80%,1%,0%,98%,NOT ENOUGH DATA,NOT APPLICABLE,MODERATELY ORGANIZED,STRONG,WEAK,NOT ENOUGH DATA,NEUTRAL,,,57,59,0.8,25%,2.3,94.70%,,No
609951,Ariel Elementary Community Academy,1119 E 46th St,Chicago,IL,60653,(773) 535-1996,Network 9,49%,45%,78%,81%,60%,70%,0.00%,10.60%,80.20%,0%,97%,2%,LEVEL 1,NOT ON PROBATION,ORGANIZED,STRONG,STRONG,WEAK,NEUTRAL,99,99,53,51,3.1,37.80%,2.5,95%,,No
609952,Nathanael Greene Elementary School,3525 S Honore,Chicago,IL,60609,(773) 535-4560,Network 8,42%,59%,86%,80%,38%,49%,47.40%,8.10%,95.80%,5%,3%,90%,LEVEL 2,NOT ON PROBATION,ORGANIZED,STRONG,STRONG,NOT ENOUGH DATA,VERY STRONG,99,99,37,68,2.6,72.70%,1.8,95%,,No
609954,John Milton Gregory Elementary School,3715 W Polk St,Chicago,IL,60624,(773) 534-6820,Network 5,37%,50%,81%,86%,47%,79%,0.00%,13.30%,98.40%,0%,99%,1%,LEVEL 1,NOT ON PROBATION,MODERATELY ORGANIZED,NEUTRAL,STRONG,NEUTRAL,STRONG,99,99,14,56,3.9,81.30%,4.6,95.30%,,No
609955,Walter Q Gresham Elementary School,8524 S Green St,Chicago,IL,60620,(773) 535-3350,Network 11,17%,16%,56%,64%,17%,21%,0.30%,12.60%,96.20%,0%,99%,0%,LEVEL 3,ON PROBATION,ORGANIZED,STRONG,STRONG,WEAK,NEUTRAL,0,18,1,1,33.8,29.70%,2.3,92.40%,,No
609956,Robert L Grimes Elementary School,5450 W 64th Pl,Chicago,IL,60638,(773) 535-2364,Network 10,51%,47%,70%,77%,48%,56%,32.30%,9.00%,89.50%,13%,1%,85%,LEVEL 2,NOT ON PROBATION,ORGANIZED,STRONG,STRONG,STRONG,NEUTRAL,99,99,56,52,3.4,44.40%,1.6,94.80%,,No
609958,Frank W Gunsaulus Elementary Scholastic Academy,4420 S Sacramento Ave,Chicago,IL,60632,(773) 535-7215,Network 8,51%,53%,69%,80%,56%,58%,28.90%,7.80%,82.50%,2%,5%,88%,LEVEL 2,NOT ON PROBATION,PARTIALLY ORGANIZED,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,94,99,50,60,1.1,3.60%,1.2,96.50%,,No
609959,John Charles Haines Elementary School,247 W 23rd Pl,Chicago,IL,60616,(773) 534-9200,Network 6,62%,74%,62%,76%,57%,65%,27.40%,5.10%,93.80%,0%,13%,2%,LEVEL 1,NOT ON PROBATION,PARTIALLY ORGANIZED,NEUTRAL,WEAK,WEAK,VERY WEAK,85,99,77,96,,,,98.50%,,No
609960,Nathan Hale Elementary School,6140 S Melvina,Chicago,IL,60638,(773) 535-2265,Network 10,52%,46%,75%,78%,50%,48%,16.10%,14.90%,78.30%,29%,1%,67%,LEVEL 2,NOT ON PROBATION,WELL-ORGANIZED,STRONG,STRONG,STRONG,NEUTRAL,99,99,60,53,3.7,28.90%,1.9,94.30%,,Yes
609961,Ninos Heroes Elementary Academic Center,8344 S Commercial Ave,Chicago,IL,60617,(773) 535-6694,Network 12,33%,36%,57%,66%,35%,44%,6.40%,9.40%,97.50%,1%,79%,19%,LEVEL 3,ON PROBATION,PARTIALLY ORGANIZED,WEAK,VERY WEAK,NEUTRAL,NEUTRAL,13,90,11,23,23.8,44.30%,2.7,93.20%,,No
609963,Alexander Hamilton Elementary School,1650 W Cornelia Ave,Chicago,IL,60657,(773) 534-5484,Network 4,67%,57%,63%,73%,81%,46%,6.80%,13.10%,35.20%,50%,11%,29%,LEVEL 1,NOT ON PROBATION,WELL-ORGANIZED,VERY STRONG,STRONG,VERY STRONG,STRONG,97,85,91,80,4.3,37.20%,1.4,94.70%,,No
609964,John H Hamline Elementary School,4747 S Bishop St,Chicago,IL,60609,(773) 535-4565,Network 8,30%,36%,58%,63%,26%,43%,53.60%,10.60%,98.10%,1%,10%,87%,LEVEL 2,NOT ON PROBATION,NOT YET ORGANIZED,VERY WEAK,VERY WEAK,WEAK,NEUTRAL,13,52,8,33,5.5,33.60%,1.6,94.20%,,No
609966,Charles G Hammond Elementary School,2819 W 21st Pl,Chicago,IL,60623,(773) 535-4580,OS4,22%,23%,70%,78%,25%,26%,46.80%,14.60%,97.70%,1%,10%,89%,LEVEL 3,ON PROBATION,PARTIALLY ORGANIZED,WEAK,NEUTRAL,WEAK,NEUTRAL,57,99,2,4,16.1,5.40%,2.1,92.60%,,No
609967,William F Finkl Elementary School,2332 S Western Ave,Chicago,IL,60608,(773) 535-5850,Network 7,37%,40%,57%,61%,37%,38%,34.40%,20.40%,99.40%,3%,9%,86%,LEVEL 2,NOT ON PROBATION,PARTIALLY ORGANIZED,WEAK,VERY WEAK,NEUTRAL,NEUTRAL,24,34,23,34,11.9,74.40%,1.7,94.50%,,No
609968,Sharon Christa McAuliffe Elementary School,1841 N Springfield Ave,Chicago,IL,60647,(773) 534-4400,Network 4,25%,31%,58%,63%,24%,31%,41.70%,10.80%,96.90%,3%,5%,90%,LEVEL 3,ON PROBATION,NOT YET ORGANIZED,WEAK,WEAK,NEUTRAL,STRONG,3,60,5,20,14.2,20.90%,2,94%,,No
609969,Bret Harte Elementary School,1556 E 56th St,Chicago,IL,60637,(773) 535-0870,Network 9,54%,48%,72%,64%,49%,59%,3.90%,17.60%,78.20%,4%,84%,8%,LEVEL 2,NOT ON PROBATION,PARTIALLY ORGANIZED,WEAK,WEAK,NEUTRAL,NEUTRAL,94,42,53,41,11.3,20.60%,1.7,94.30%,,No
609971,John Harvard Elementary School of Excellence,7525 S Harvard,Chicago,IL,60620,(773) 535-3045,AUSL,31%,40%,58%,76%,42%,19%,0.00%,14.80%,98.40%,0%,99%,0%,LEVEL 3,ON PROBATION,PARTIALLY ORGANIZED,WEAK,WEAK,STRONG,NEUTRAL,2,94,6,29,27,75.20%,2.5,92.80%,,No
609972,Helge A Haugan Elementary School,4540 N Hamlin Ave,Chicago,IL,60625,(773) 534-5040,Network 1,46%,44%,72%,76%,29%,46%,60.20%,11.90%,97.00%,6%,3%,83%,LEVEL 1,NOT ON PROBATION,NOT YET ORGANIZED,WEAK,WEAK,NEUTRAL,NEUTRAL,99,99,44,47,2.6,12.30%,1.6,95.10%,,No
609973,Emiliano Zapata Elementary Academy,2728 S Kostner Ave,Chicago,IL,60623,(773) 534-1390,Network 7,40%,54%,71%,74%,38%,49%,48.40%,10.80%,97.60%,0%,1%,99%,LEVEL 2,NOT ON PROBATION,ORGANIZED,NEUTRAL,NEUTRAL,STRONG,WEAK,94,91,36,65,1.1,84.60%,2.2,95.70%,,No
609974,Hawthorne Elementary Scholastic Academy,3319 N Clifton Ave,Chicago,IL,60657,(773) 534-5550,Network 4,82%,86%,54%,81%,95%,88%,2.40%,10.10%,19.50%,50%,10%,23%,LEVEL 1,NOT ON PROBATION,MODERATELY ORGANIZED,STRONG,WEAK,VERY STRONG,NEUTRAL,88,99,99,99,1.7,41.70%,2.3,96.10%,,No
609975,John Hay Elementary Community Academy,1018 N Laramie Ave,Chicago,IL,60651,(773) 534-6000,Network 3,26%,30%,55%,67%,38%,41%,2.00%,10.20%,98.20%,0%,91%,8%,LEVEL 3,ON PROBATION,NOT YET ORGANIZED,WEAK,NEUTRAL,WEAK,NEUTRAL,4,87,1,10,45.2,26%,1.4,91.80%,,No
609976,Stephen K Hayt Elementary School,1518 W Granville Ave,Chicago,IL,60660,(773) 534-2040,Network 2,56%,50%,63%,72%,49%,61%,38.30%,12.50%,91.60%,11%,17%,49%,LEVEL 1,NOT ON PROBATION,ORGANIZED,NEUTRAL,NEUTRAL,STRONG,STRONG,77,87,63,60,5,24.60%,2.1,95.10%,,No
609977,Woodlawn Community Elementary School,6657 S Kimbark Ave,Chicago,IL,60637,(773) 535-0801,Network 9,46%,23%,60%,52%,85%,43%,0.00%,3.90%,95.70%,0%,99%,0%,LEVEL 2,NOT ON PROBATION,WELL-ORGANIZED,STRONG,STRONG,NEUTRAL,NEUTRAL,39,1,39,12,26.7,63.70%,2,92.10%,,No
609978,Wendell Smith Elementary School,744 E 103rd St,Chicago,IL,60628,(773) 535-5689,Network 13,22%,21%,64%,69%,19%,31%,0.00%,13.40%,96.20%,1%,99%,1%,LEVEL 3,ON PROBATION,NOT YET ORGANIZED,WEAK,WEAK,WEAK,NEUTRAL,18,82,3,5,73.2,43.20%,1.8,91.60%,,No
609979,Robert Healy Elementary School,3010 S Parnell Ave,Chicago,IL,60616,(773) 534-9190,Network 6,71%,78%,73%,82%,69%,75%,22.40%,6.10%,90.30%,10%,1%,25%,LEVEL 1,NOT ON PROBATION,ORGANIZED,STRONG,STRONG,NEUTRAL,NOT ENOUGH DATA,99,99,91,99,4.8,30.50%,1.2,96.10%,,No
609981,Phobe Apperson Hearst Elementary School,4640 S Lamon Ave,Chicago,IL,60638,(773) 535-2376,Network 10,22%,18%,66%,77%,13%,21%,31.20%,20.70%,98.00%,1%,46%,52%,LEVEL 2,ON PROBATION,NOT YET ORGANIZED,NEUTRAL,VERY WEAK,WEAK,WEAK,44,87,3,4,10.6,78%,1.7,91.20%,,No
609983,James Hedges Elementary School,4747 S Winchester Ave,Chicago,IL,60609,(773) 535-7360,Network 8,36%,38%,75%,76%,22%,38%,58.00%,11.30%,98.00%,2%,3%,94%,LEVEL 2,NOT ON PROBATION,NOT YET ORGANIZED,WEAK,WEAK,WEAK,NEUTRAL,98,99,20,28,2.4,34.40%,1.4,94.80%,,No
609985,Helen M Hefferan Elementary School,4409 W Wilcox St,Chicago,IL,60624,(773) 534-6192,Network 5,42%,46%,69%,77%,55%,50%,0.00%,11.50%,95.30%,1%,98%,1%,LEVEL 2,NOT ON PROBATION,WELL-ORGANIZED,STRONG,NEUTRAL,NEUTRAL,STRONG,99,99,31,45,20.3,77.30%,2.4,93.20%,,No
609986,Charles R Henderson Elementary School,5650 S Wolcott Ave,Chicago,IL,60636,(773) 535-9080,Network 11,20%,25%,66%,73%,40%,23%,1.10%,11.40%,98.40%,0%,96%,4%,LEVEL 2,ON PROBATION,ORGANIZED,NEUTRAL,STRONG,VERY WEAK,NOT ENOUGH DATA,9,86,1,5,55.9,64.40%,1.6,90.30%,,No
609987,Thomas A Hendricks Elementary Community Academy,4316 S Princeton Ave,Chicago,IL,60609,(773) 535-1696,Network 9,23%,34%,68%,67%,28%,27%,1.50%,17.00%,97.40%,0%,91%,6%,LEVEL 2,ON PROBATION,WELL-ORGANIZED,STRONG,NEUTRAL,NEUTRAL,STRONG,37,58,2,8,42.7,46.20%,2.2,90.70%,,No
609988,Patrick Henry Elementary School,4250 N Saint Louis Ave,Chicago,IL,60618,(773) 534-5060,Network 1,53%,66%,73%,85%,46%,54%,47.30%,10.10%,97.40%,5%,5%,75%,LEVEL 1,NOT ON PROBATION,WELL-ORGANIZED,VERY STRONG,STRONG,VERY STRONG,NEUTRAL,99,99,58,85,3,30.80%,1.9,95.10%,,No
